age,gender,country,work_remotely,company_size,family_history,benefits,care_options,wellness_program,anonymity,leave,coworkers,supervisor,mental_health_consequence,physical_health_consequence,mental_vs_physical,treatment
37,Male,United Kingdom,Always,5-Jan,Yes,not eligible for coverage / n/a,Unknown,Yes,Yes,Very easy,Yes,Yes,No,No,Yes,1
42,Male,United Kingdom,Sometimes,25-Jun,Yes,not eligible for coverage / n/a,Unknown,No,i don't know,Somewhat difficult,Maybe,Maybe,Maybe,No,No,1
35,Male,Canada,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
30,Male,United States of America,Never,26-100,Yes,i don't know,i am not sure,No,i don't know,I don't know,No,Maybe,Maybe,No,No,1
30,Male,Canada,Always,More than 1000,No,Yes,No,No,i don't know,I don't know,No,No,No,No,I don't know,0
33,Male,United States of America,Sometimes,26-100,Yes,Yes,No,No,i don't know,Very difficult,Maybe,No,Yes,No,I don't know,1
31,Male,United States of America,Never,More than 1000,i don't know,not eligible for coverage / n/a,i am not sure,i don't know,i don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,I don't know,1
39,Female,United States of America,Sometimes,More than 1000,Yes,Yes,Yes,No,Yes,Somewhat difficult,No,No,Yes,Yes,No,1
27,Male,Germany,Never,26-100,No,No,No,No,Yes,I don't know,Yes,Yes,No,No,Yes,0
34,Male,United Kingdom,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
31,Male,United States of America,Sometimes,25-Jun,No,No,Unknown,No,i don't know,I don't know,No,No,Maybe,Maybe,No,0
30,Female,United States of America,Always,More than 1000,Yes,Yes,Yes,No,i don't know,Very difficult,Maybe,No,Maybe,No,No,1
34,Male,United States of America,Sometimes,26-100,Yes,Yes,No,Yes,Yes,Very easy,Maybe,Yes,No,No,Yes,1
20,Other,Canada,Never,25-Jun,i don't know,not eligible for coverage / n/a,Unknown,No,i don't know,Neither easy nor difficult,Maybe,No,Maybe,No,I don't know,0
39,Male,United States of America,Never,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
50,Female,United States of America,Sometimes,More than 1000,Yes,i don't know,No,No,i don't know,Somewhat difficult,No,No,Maybe,Maybe,I don't know,1
22,Male,United States of America,Never,5-Jan,Yes,No,No,No,No,Very difficult,No,No,Yes,Yes,I don't know,0
41,Male,Spain,Sometimes,100-500,i don't know,Yes,Yes,No,i don't know,Somewhat easy,No,Maybe,Maybe,No,I don't know,1
37,Male,Germany,Sometimes,26-100,No,No,No,No,i don't know,Somewhat easy,Maybe,No,No,No,I don't know,0
32,Male,United States of America,Sometimes,100-500,Yes,Yes,Yes,Yes,Yes,Very easy,No,Maybe,No,No,Yes,1
26,Male,Austria,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
38,Male,Netherlands,Never,25-Jun,Yes,Yes,No,Yes,Yes,Somewhat easy,Yes,Yes,No,No,I don't know,0
21,Male,United Kingdom,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
27,Male,United States of America,Sometimes,25-Jun,Yes,Yes,i am not sure,No,i don't know,I don't know,No,No,Maybe,No,I don't know,1
37,Female,United States of America,Sometimes,5-Jan,Yes,No,i am not sure,No,No,Very difficult,No,No,Yes,Maybe,No,1
45,Male,United Kingdom,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
26,Male,United States of America,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
30,Female,United States of America,Sometimes,25-Jun,Yes,i don't know,No,No,i don't know,Very difficult,Maybe,Yes,Yes,Yes,I don't know,0
21,Male,United States of America,Sometimes,More than 1000,Yes,No,No,No,i don't know,Somewhat difficult,No,No,Yes,No,I don't know,1
21,Male,United States of America,Sometimes,More than 1000,i don't know,i don't know,i am not sure,No,i don't know,Neither easy nor difficult,No,No,Maybe,No,No,1
29,Male,Germany,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
46,Male,United States of America,Sometimes,More than 1000,No,Yes,i am not sure,Yes,Yes,Somewhat easy,No,No,Maybe,Maybe,I don't know,0
28,Male,United States of America,Sometimes,500-1000,Yes,Yes,Yes,Yes,i don't know,Somewhat easy,Yes,Yes,No,No,No,1
26,Unknown,United States of America,Never,100-500,Yes,Yes,No,No,Yes,I don't know,No,No,Yes,Yes,No,1
37,Female,United States of America,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
44,Male,United States of America,Sometimes,More than 1000,No,Yes,i am not sure,i don't know,Yes,Neither easy nor difficult,No,No,Yes,Yes,I don't know,0
45,Female,United States of America,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
35,Female,United States of America,Always,5-Jan,i don't know,i don't know,i am not sure,i don't know,i don't know,Somewhat easy,Yes,Yes,Maybe,No,Yes,1
39,Male,United States of America,Never,26-100,Yes,Yes,Yes,Yes,Yes,I don't know,Maybe,Yes,No,No,I don't know,1
37,Female,United States of America,Sometimes,More than 1000,No,i don't know,i am not sure,i don't know,i don't know,I don't know,No,Maybe,Maybe,No,I don't know,1
35,Male,United States of America,Sometimes,100-500,No,No,No,No,i don't know,Neither easy nor difficult,No,No,Maybe,Maybe,I don't know,0
29,Female,United States of America,Never,More than 1000,Yes,Yes,Yes,No,Yes,Somewhat difficult,No,No,Yes,Maybe,I don't know,1
49,Female,United States of America,Never,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
21,Male,United States of America,Sometimes,26-100,i don't know,i don't know,No,i don't know,i don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,No,I don't know,1
26,Female,United States of America,Sometimes,26-100,Yes,Yes,Yes,No,Yes,Very difficult,Maybe,Maybe,Yes,Maybe,No,1
35,Male,Germany,Never,100-500,Yes,Yes,i am not sure,Yes,Yes,Somewhat easy,Yes,Yes,No,No,No,1
56,Male,United States of America,Sometimes,100-500,No,Yes,Yes,Yes,i don't know,Somewhat easy,Yes,Yes,Maybe,Maybe,Yes,1
53,Female,United States of America,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
48,Female,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
24,Male,United Kingdom,Never,26-100,No,not eligible for coverage / n/a,i am not sure,No,i don't know,Somewhat easy,Yes,Yes,Maybe,No,Yes,0
37,Male,Ireland,Never,More than 1000,No,No,i am not sure,No,i don't know,Somewhat easy,No,No,Yes,Maybe,I don't know,0
27,Female,United States of America,Never,26-100,Yes,No,Yes,No,i don't know,Very difficult,Yes,Maybe,Yes,Maybe,No,1
39,Female,United States of America,Sometimes,5-Jan,Yes,i don't know,No,No,i don't know,Somewhat difficult,Maybe,Yes,No,No,I don't know,1
31,Male,Finland,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
34,Male,United States of America,Always,100-500,Yes,Yes,Yes,No,i don't know,Very difficult,No,No,Yes,No,I don't know,1
33,Male,United Kingdom,Sometimes,More than 1000,Yes,No,Unknown,No,Yes,Very easy,Yes,Yes,No,No,No,1
22,Male,United Kingdom,Never,5-Jan,i don't know,No,No,No,No,Somewhat difficult,No,No,Maybe,Maybe,I don't know,0
25,Female,United Kingdom,Sometimes,25-Jun,i don't know,not eligible for coverage / n/a,Unknown,No,i don't know,Somewhat easy,Maybe,Maybe,No,No,I don't know,0
34,Male,United Kingdom,Never,More than 1000,No,i don't know,No,No,i don't know,Very easy,Maybe,Maybe,No,No,I don't know,0
30,Male,United Kingdom,Sometimes,25-Jun,Yes,not eligible for coverage / n/a,Unknown,No,i don't know,Neither easy nor difficult,Maybe,No,Yes,Maybe,No,0
37,Male,United Kingdom,Never,26-100,i don't know,No,No,No,i don't know,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,I don't know,1
26,Male,Chile,Never,25-Jun,No,No,No,No,No,Somewhat difficult,No,No,Yes,Maybe,No,0
29,Female,United States of America,Never,More than 1000,No,Yes,Yes,Yes,i don't know,I don't know,Maybe,Yes,No,No,Yes,1
29,Male,Chile,Sometimes,25-Jun,i don't know,No,No,i don't know,No,Very difficult,Maybe,No,Yes,No,No,1
27,Male,United Kingdom,Never,26-100,Yes,No,Unknown,No,i don't know,Somewhat difficult,Maybe,No,Maybe,No,I don't know,1
27,Female,Chile,Sometimes,25-Jun,Yes,No,No,No,i don't know,Neither easy nor difficult,No,Yes,Yes,No,I don't know,1
23,Male,United States of America,Sometimes,More than 1000,No,i don't know,No,Yes,Yes,Somewhat easy,Maybe,Yes,No,No,Yes,0
24,Female,United States of America,Sometimes,More than 1000,No,i don't know,Yes,No,Yes,Very easy,No,Yes,No,No,I don't know,0
22,Male,Guatemala,Sometimes,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
28,Male,United Kingdom,Never,5-Jan,No,No,No,No,No,Very easy,Yes,Yes,No,No,Yes,0
22,Male,United States of America,Never,25-Jun,Yes,i don't know,i am not sure,No,i don't know,I don't know,No,Maybe,Maybe,No,No,1
32,Male,United States of America,Sometimes,26-100,Yes,No,Yes,No,No,Somewhat easy,No,No,Maybe,Maybe,No,0
35,Female,United States of America,Always,25-Jun,No,i don't know,No,No,i don't know,Somewhat difficult,Yes,Maybe,Maybe,No,I don't know,1
26,Male,United States of America,Sometimes,26-100,No,Yes,Yes,No,i don't know,Very easy,No,Yes,Maybe,No,I don't know,1
31,Female,United Kingdom,Sometimes,More than 1000,i don't know,No,Yes,Yes,i don't know,Somewhat difficult,No,Maybe,Yes,Yes,No,1
32,Male,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
37,Male,Pakistan,Sometimes,100-500,i don't know,No,No,No,No,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,I don't know,1
24,Male,United Kingdom,Never,25-Jun,No,No,No,No,Yes,Neither easy nor difficult,Maybe,Maybe,No,No,I don't know,1
33,Male,United States of America,Always,26-100,No,Yes,Yes,Yes,i don't know,Very easy,Yes,Yes,No,No,Yes,0
28,Male,United States of America,Sometimes,100-500,i don't know,Yes,Yes,No,Yes,Somewhat easy,Yes,Yes,No,No,I don't know,1
22,Female,United States of America,Sometimes,More than 1000,i don't know,i don't know,No,No,i don't know,Somewhat easy,Maybe,Maybe,Maybe,Maybe,I don't know,1
46,Male,Germany,Sometimes,100-500,Yes,not eligible for coverage / n/a,Unknown,No,i don't know,Somewhat difficult,Maybe,No,Maybe,No,No,1
30,Male,United States of America,Always,26-100,i don't know,Yes,Yes,No,i don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,No,I don't know,0
29,Male,United States of America,Never,26-100,No,i don't know,i am not sure,No,Yes,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,No,1
22,Male,United States of America,Sometimes,100-500,Yes,i don't know,No,No,i don't know,Somewhat easy,No,No,Maybe,No,No,0
24,Female,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
29,Female,Taiwan,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
30,Male,United States of America,Sometimes,More than 1000,Yes,Yes,Yes,No,i don't know,Somewhat easy,Maybe,Maybe,Maybe,No,Yes,1
25,Male,United States of America,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
39,Male,United States of America,Sometimes,More than 1000,No,Yes,i am not sure,i don't know,Yes,Somewhat difficult,Maybe,Maybe,Maybe,No,I don't know,0
31,Male,Serbia,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
25,Male,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
39,Male,United States of America,Sometimes,500-1000,i don't know,Yes,i am not sure,Yes,i don't know,Somewhat difficult,No,Maybe,Maybe,No,I don't know,0
31,Female,United States of America,Always,More than 1000,Yes,Yes,Yes,No,i don't know,Somewhat difficult,No,No,Maybe,No,I don't know,1
35,Male,United States of America,Sometimes,100-500,Yes,Yes,No,No,i don't know,I don't know,Maybe,No,Yes,Maybe,I don't know,0
31,Other,United States of America,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
23,Male,United States of America,Sometimes,More than 1000,i don't know,No,i am not sure,No,i don't know,Very difficult,No,No,Yes,Maybe,No,1
30,Male,United States of America,Never,More than 1000,Yes,Yes,i am not sure,Yes,i don't know,Very difficult,No,No,Maybe,No,I don't know,1
28,Male,France,Sometimes,25-Jun,Yes,not eligible for coverage / n/a,No,No,Yes,Neither easy nor difficult,Yes,No,Maybe,No,I don't know,0
23,Female,Ireland,Never,More than 1000,Yes,Yes,No,No,i don't know,I don't know,No,No,Yes,No,I don't know,0
26,Female,United States of America,Never,26-100,Yes,Yes,Yes,No,Yes,Neither easy nor difficult,Maybe,Yes,No,No,I don't know,1
24,Female,United States of America,Never,26-100,Yes,Yes,Yes,No,i don't know,Very difficult,Maybe,Maybe,Maybe,No,No,1
32,Male,United States of America,Never,More than 1000,No,Yes,No,No,i don't know,Somewhat easy,No,Maybe,Maybe,No,No,0
35,Male,United States of America,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
30,Male,Estonia,Sometimes,100-500,No,not eligible for coverage / n/a,Unknown,No,Yes,Somewhat easy,Yes,Yes,No,No,Yes,0
32,Male,United States of America,Sometimes,26-100,No,Yes,i am not sure,No,i don't know,Somewhat difficult,No,Maybe,Maybe,Maybe,I don't know,1
35,Male,United States of America,Never,25-Jun,No,Yes,Yes,No,i don't know,I don't know,No,No,Maybe,No,I don't know,1
26,Female,United States of America,Always,26-100,i don't know,i don't know,Yes,No,i don't know,Neither easy nor difficult,No,No,Maybe,Maybe,I don't know,1
30,Female,United States of America,Sometimes,100-500,Yes,Yes,i am not sure,Yes,i don't know,Somewhat easy,Maybe,Yes,Maybe,No,I don't know,1
29,Male,United States of America,Never,26-100,i don't know,Yes,No,No,Yes,Somewhat difficult,Maybe,No,Maybe,No,I don't know,1
39,Male,Canada,Always,More than 1000,No,i don't know,i am not sure,Yes,i don't know,Somewhat easy,Yes,Yes,Maybe,No,I don't know,0
37,Male,United Kingdom,Never,More than 1000,Yes,i don't know,i am not sure,No,i don't know,Neither easy nor difficult,No,Maybe,Yes,No,No,1
35,Male,United States of America,Sometimes,26-100,No,Yes,No,No,i don't know,Very difficult,No,No,Yes,Maybe,No,0
25,Female,United States of America,Sometimes,5-Jan,Yes,not eligible for coverage / n/a,Yes,No,No,I don't know,No,No,Yes,Yes,I don't know,1
22,Other,United States of America,Never,More than 1000,Yes,not eligible for coverage / n/a,Unknown,Yes,Yes,Neither easy nor difficult,Yes,Maybe,Maybe,No,Yes,1
33,Male,United Kingdom,Never,26-100,Yes,Yes,Yes,No,No,Neither easy nor difficult,Maybe,Maybe,Yes,Maybe,No,1
23,Male,United States of America,Sometimes,5-Jan,Yes,Yes,No,No,i don't know,Somewhat difficult,Maybe,No,Yes,No,No,1
29,Male,Brazil,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
28,Male,United States of America,Always,26-100,Yes,Yes,Yes,No,i don't know,Very difficult,No,No,Yes,Maybe,No,1
30,Male,United States of America,Never,More than 1000,Yes,Yes,Yes,No,i don't know,Very easy,Yes,Yes,No,No,I don't know,1
28,Male,United States of America,Sometimes,100-500,Yes,Yes,Yes,No,Yes,Somewhat easy,Maybe,Yes,No,No,I don't know,1
28,Female,United States of America,Always,25-Jun,Yes,Yes,Yes,Yes,i don't know,Very easy,Yes,Yes,No,No,Yes,1
37,Male,United States of America,Never,More than 1000,Yes,Yes,No,No,i don't know,I don't know,Maybe,Yes,Maybe,Maybe,No,0
30,Male,United States of America,Sometimes,26-100,Yes,No,Yes,Yes,No,I don't know,Maybe,Yes,Maybe,No,Yes,0
27,Male,India,Sometimes,25-Jun,Yes,No,i am not sure,Yes,i don't know,Somewhat difficult,No,Yes,Yes,Maybe,No,1
29,Male,Canada,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
28,Male,Poland,Never,More than 1000,i don't know,i don't know,i am not sure,No,i don't know,I don't know,No,No,Maybe,No,I don't know,1
26,Other,Ireland,Sometimes,25-Jun,Yes,No,No,No,No,Somewhat difficult,No,No,Yes,No,No,1
29,Male,Afghanistan,Sometimes,100-500,Yes,i don't know,i am not sure,No,Yes,I don't know,No,No,Maybe,No,No,1
34,Male,Germany,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
36,Male,United Kingdom,Always,100-500,i don't know,Yes,Yes,Yes,Yes,Neither easy nor difficult,Maybe,Yes,No,No,Yes,1
38,Male,Belgium,Never,26-100,No,i don't know,No,No,i don't know,Very difficult,No,No,Yes,Yes,No,1
22,Female,United States of America,Sometimes,25-Jun,No,Yes,i am not sure,No,Yes,Very easy,No,No,Yes,Yes,Yes,1
24,Male,United States of America,Sometimes,5-Jan,No,not eligible for coverage / n/a,i am not sure,Yes,Yes,Neither easy nor difficult,Maybe,Maybe,No,No,No,0
24,Female,United States of America,Sometimes,100-500,Yes,Yes,Yes,No,Yes,Somewhat easy,Yes,Yes,No,No,I don't know,1
36,Female,United States of America,Never,500-1000,Yes,Yes,Yes,No,Yes,Very difficult,Yes,Maybe,No,No,No,1
24,Female,United States of America,Never,More than 1000,Yes,not eligible for coverage / n/a,i am not sure,No,i don't know,Very difficult,Maybe,No,Maybe,No,I don't know,1
24,Male,United States of America,Never,500-1000,No,No,No,No,i don't know,Somewhat easy,No,Maybe,Maybe,No,I don't know,0
31,Male,Netherlands,Never,26-100,Yes,No,Unknown,No,i don't know,Very difficult,No,No,Yes,Maybe,No,1
39,Male,United Kingdom,Never,26-100,No,Yes,i am not sure,Yes,i don't know,Neither easy nor difficult,No,No,Yes,No,Yes,0
41,Male,United States of America,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,No,Maybe,Maybe,No,1
29,Male,United Kingdom,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
37,Male,Estonia,Never,26-100,i don't know,No,No,No,Yes,Very easy,Yes,Maybe,Maybe,No,I don't know,0
30,Male,Canada,Always,26-100,No,i don't know,i am not sure,No,i don't know,I don't know,Maybe,Maybe,Maybe,Maybe,I don't know,0
24,Male,Canada,Sometimes,100-500,No,Yes,i am not sure,Yes,i don't know,Somewhat easy,No,Maybe,No,No,No,0
22,Female,Canada,Sometimes,100-500,i don't know,not eligible for coverage / n/a,Unknown,No,i don't know,Somewhat difficult,Maybe,Maybe,Maybe,No,I don't know,1
24,Male,Canada,Sometimes,100-500,i don't know,Yes,i am not sure,Yes,Yes,Somewhat easy,Maybe,Yes,No,No,Yes,0
26,Female,Canada,Sometimes,100-500,i don't know,i don't know,i am not sure,No,i don't know,Somewhat easy,Maybe,Maybe,Maybe,No,I don't know,1
38,Female,United States of America,Always,500-1000,Yes,Yes,No,No,Yes,Somewhat easy,Yes,Yes,No,No,Yes,1
34,Female,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
56,Male,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
52,Male,United States of America,Sometimes,100-500,Yes,Yes,Yes,Yes,i don't know,Somewhat difficult,Yes,Yes,Maybe,Maybe,I don't know,1
30,Female,United States of America,Sometimes,100-500,Yes,i don't know,i am not sure,No,i don't know,Somewhat difficult,Maybe,Yes,Maybe,No,No,0
25,Other,Canada,Sometimes,100-500,i don't know,Yes,No,No,i don't know,Very difficult,Maybe,Maybe,Maybe,No,No,0
